sentence_id,text,target,polarity,label
1376,"Having the brisket.  Waitress, Sydney, was very nice.  Sweet tea is good here, too.",Sydney,neutral,1
1432,I don't even know what to sa--get desert! Awesome happy hour.,get desert,neutral,1
771,Pathetic place. Workers are terrible and the floor and counters are dirty. No draft A&W.,draft A&W,negative,0
509,Lovely outdoor seating area. Perfect for a nice evening. Friendly staff.,outdoor seating area,positive,2
605,Lunch with friends. Crowded!,crowded,neutral,1
566,My favorite happy hour place! Hands down :),happy hour,positive,2
711,This place is amazing! Great sevice and their salad and pizza WOW!,salad,positive,2
1108,Can we say disorganized?!?? They lost my mans suit!,lost,negative,0
795,Happy Hour was great! Nice small plates - sweet potato manchego croquettes delicious as were the grilled shrimp. Service was very friendly and accommodating!,sweet potato manchego croquettes,positive,2
555,$5 minimum purchase for WiFi access. Meanwhile a large iced coffee $3.50.,WiFi access,negative,0
940,Great upscale bar with live music.,live music,neutral,1
1195,"Poor communication, poor execution, and poor follow up.",communication,negative,0
135,Healthy affordable Breakfast,Breakfast,positive,2
214,I had the catfish poboy. The fish was fresh and everything was hot; even though they were closing in less than 30 minutes. Can't wait until I can sample the menu more.,catfish poboy,positive,2
1829,You cant beat a place were my family of 4 can dine for $20...we will return,$20,positive,2
1550,Chai Milkshakes are delightful. Did you know they don't serve Dosas on Mondays? I didn't either :(,Dosas,negative,0
432,District has the best cold brew coffee in NOLA!!!,cold brew coffee,positive,2
674,"Excellent service, menu had plenty of options, great food, reasonable prices. 
We stopped in on a whim. Had the best server, superb service that we have searched for all over St Pete. 
We will be back soon.",prices,positive,2
1617,CRACKFRIES! So good. They have a good menu selection and a huge selection of beer.,beer,neutral,1
1714,They open at 11 on Sundays.,open,neutral,1
52,College crowd dive bar scene. Friendly folks & lots of Irish eye candy ;) hahaha,friendly folks,positive,2
1661,The bar has everything but beer and choya.,beer,negative,0
885,Watch out for the combative Monday manager. Dude literally just chased some polite patrons off over his over-charging for iced tea.,chased,negative,0
1788,Get the egg and truffle tartufo,egg and truffle tartufo,neutral,1
1417,Eat oysters and crawfish!!!,oysters,neutral,1
1786,"Heaven! It's a bakery and ice cream shop!

Get the petit fours. Yummy!!!",petit fours,positive,2
1000,Stellar service. Great people. Terrific location.,location,positive,2
797,"Wine, tapas, mimisas, its all good",mimisas,positive,2
955,Local hidden gem! But if you are coming for a Sunday brunch make sure that you arrive before 11:30 am to avoid the 20 minute wait.,wait,negative,0
1695,"Yummy lunch! Love a nice hot, pressed sub.",sub,positive,2
1434,Pineapple + Yellow Cake Mix = Pineapple Upside-Down Cake. Num!,Pineapple + Yellow Cake Mix,neutral,1
1218,Amazing fried chicken and catfish fillets!!!!,catfish fillets,positive,2
396,"It was ok , the salsa could of been better, Rita's for happy hour , $$$",salsa,negative,0
222,1st time here - seems like a cool place to hang have a cup of your favorite drink!,cool place to hang,positive,2
1112,"Smells amazing in here!!  Chocholate & cheese plate, yum!!",Chocholate & cheese plate,positive,2
1856,Short rib sliders!,Short rib sliders,neutral,1
1625,Catch a rugby game when they have one here! Pretty amazing and such good seating all around.,seating,positive,2
14,"If you haven't  been here in a good while or if you are used to the same place on the west coast called, Carl Jr. (both are applicable to me), please don't  come here for the turkey burger.  It is no longer on the menu.",turkey burger,negative,0
1825,Place is neat and kitchen is good.. Food is tasty..,Place,positive,2
1088,I prefer the chow mea in with the skinny egg noodles...it makes it more authentic than eating spaghetti with meat & shrimps,skinny egg noodles,positive,2
232,I love delivery,delivery,positive,2
1740,Wish the prices and portion sizes would come down. $13-$15 for a breakfast is pretty high.,portion sizes,negative,0
1516,Great vintage furniture and accessories. 40 drawer wood & metal card catalogue.,vintage furniture and accessories,positive,2
1267,"I come here a lot. Service is ok, lots of deals, sales, etc. I like how it's 24 hrs.",Service,neutral,1
1323,"Hard, flavorless crust. It hurt the jaw to chew. Won't order from again.",crust,negative,0
1024,The employees were nice the place was clean food was kind of lukewarm. No beer,place,positive,2
60,Some of the best Chinese food I've had in New Orleans. Wait time is rarely over 15 minutes. No delivery but the food makes up for it,Chinese food,positive,2
737,Our favorite local Mexican place. Great staff amazing food and yummy desserts!!!,food,positive,2
1559,"Cool spot by the waterway... Sea breezy but nice... And yeah it's an outdoor spot where you wouldn't think they'd put one, but glad they did... You can dock your boat or park your car...",outdoor spot,positive,2
21,This place had great coffee but the owner sold it so it not there anymore.,coffee,positive,2
1005,WTF Hardee's! Why don't you unlock your dining room door so I don't have to trod soaking wet back to my car in the pouring rain!,dining room door,negative,0
252,Slow service. I'm not sure it was worth it to eat here today,service,negative,0
457,The Bacara is elegant and recommend the food & wine,elegant,positive,2
929,prime rib!!!,prime rib,neutral,1
234,"I ate Here Friday with a friend an its so good! Monday threw Friday 2 to 5:00 half off appetizers.They are really good.I had the Pho Tai an Cold spring rolls they were amazing,So delicious.Then I was full but greedy I got a Vietnamese poor boy to go but, wanted to taste it an it was so good ended up eating half of it. I felt bad for being greedy but it was really delicious very tasty!!!! I live on the Westbank but don't mind traveling for so good authentic Vietnamese food!!!!!",appetizers,positive,2
716,Don't waste your time. Tried it 5 times had issues each. Undercooked chicken! Marker on food!! No dressing made?!? And other problems. Go to lower state.,undercooked chicken,negative,0
404,"Order the cauliflower. Trust me. 
Great wine list!",wine list,positive,2
314,I ordered BBQ chicken there.  It was great taste. Really recommendation for it,BBQ chicken,positive,2
214,I had the catfish poboy. The fish was fresh and everything was hot; even though they were closing in less than 30 minutes. Can't wait until I can sample the menu more.,fish,positive,2
1743,Vegan ban mi on the new menu!,Vegan ban mi,positive,2
287,Chinese new year specials now!,Chinese new year specials,neutral,1
945,Love the open feeling,open feeling,positive,2
375,"Came here hoping they would have frozen yogurt (I'm lactose intolerant) - no such luck. They DO have sherbet though, so I got a scoop in a cone.",sherbet,positive,2
1573,Sandwiches and cocktails,cocktails,neutral,1
539,"Amazing food, service, atmosphere. Electric crowd, but nice.",electric crowd,neutral,1
1032,"Truly disappointing service.  These guys didn't want to do anything.  They weren't rude, but just not helpful.",service,negative,0
1338,Be sure to check out the daily lunch specials. $4.99-6.99,daily lunch specials,neutral,1
1239,"Always good drinks and staff, great at night when Jeremy plays.",at night,positive,2
949,I did a deep tissue with Bella. Great value! She was amazing!!!,deep tissue,positive,2
864,The falafel ARE really yummy. And I liked the portion size (I had the vegetarian plate). Mr. Mike is a gem of a person!,vegetarian plate,neutral,1
1229,Live band n cheap wings! Can't go wrong,wings,positive,2
390,Cider on tap!,cider on tap,positive,2
1579,The fajitas tejanas son buenas!,fajitas tejanas,positive,2
1034,The char grilled oysters are one of the best things I have ever eaten.,char grilled oysters,positive,2
1174,"I thought that I would give the place a try but I've been waiting too long. I came in with my niece for a Mommie day out experience but she's been taken care of and I'm still waiting. 
I don't like the atmosphere and I waited too long to be seen. 
I decided to leave and this time I don't plan to come back.",come back,negative,0
1706,"If you're using your phone app to pay in drive through, turn phone away from the sun for easy scanning.",phone app,neutral,1
68,Like the surf and turf (better meat to bread ratio) and good fries,meat to bread ratio,positive,2
86,"The best nail salon around, both in appearance and professionalism.",appearance,positive,2
54,Good food and great beer. Great place for friends to get together and catch up.,beer,positive,2
291,OMG! the band they have here today (12/27 @ 2pm) is SO LOUD! My ears are still ringing & they stopped playing like 5 minutes ago! Crazy! :-/,band,negative,0
1674,"Food is ok, Service SUCKS!!!!! GO EARLY FOR SAINTS GAMES!!!!!",Food,neutral,1
878,Ask for Mike the best server Ever!!,Mike,positive,2
502,Best Colombian empanadas!,Colombian empanadas,positive,2
657,Go for the guac! It's great!,guac,positive,2
1750,Excellent key lime martinis!! Great food and atmosphere.,key lime martinis,positive,2
543,That salmon bite was amazing along with my martini,salmon bite,positive,2
1301,"Unassuming, non-pretentious restaurant. With very excellent fresh sushi.",sushi,positive,2
459,"Great service, food, and cocktails.  Definitely worth every penny.",service,positive,2
358,Good people working here.,people working here,positive,2
331,Service and meal wait time is extremely slow and they aren't overly busy.,wait time,negative,0
1317,"6.99 lunch special (unlimited soup, salad, and breadsticks)",6.99,positive,2
1539,They're trying to do this comedy thing on Thursday nights. The comics were god awful and the service suffered highly. Beware!,service,negative,0
1217,Breaded asparagus (awesome bloody Mary too!),bloody Mary,positive,2
