source_year,domain,sentence_id,text,target,polarity
custom,custom,554,Omelettes are great; also liked spicy tuna sandwich,omelettes,positive
custom,custom,1277,"Warning: some buffet items were extremely salty, probably the more spicier items, since nothing stood out as too salty while i was eating.  But i drank a lot of water, and got bloated/retained water.  It wasnt until about 36 hrs later,  drinking more plain water that i flushed the salt and shed the bloat.",buffet items,negative
custom,custom,451,Very good service and food with lots of variety.  Kids eat for free if they are under 8.  Always a great experience.,kids eat for free if under 8,positive
custom,custom,752,This place is INSANE on a Sunday afternoon. And uncomfortably hot.,hot,negative
custom,custom,1393,Love the food and atmosphere!!!,atmosphere,positive
custom,custom,1045,The best quinoa cakes I have ever had,quinoa cakes,positive
custom,custom,296,"Perhaps the best rice and beans in town. The beans come in an edible chip cup like at Los Agaves, but are much richer and tastier. Try eating the cup with the beans!",rice and beans,positive
custom,custom,1206,"Great meal, I really like their hot pot",meal,positive
custom,custom,1619,Great little spot. Food takes a little while  to come out and the service is kind of awkward but the food is an A plus. Got the nook and cranny chicken sandwich with sweet potato fries. Chicken was tender and delicious. The fries were big wedges that were tender and flavorful. Definitely coming back and recommend,sweet potato fries,positive
custom,custom,66,Not a bad seat in the place,seat,positive
custom,custom,1102,"Wiifi has really stinks badly here for the last week at least. It is erratic at best. If you are lucky to get on at all, it drops you before you have a chance to submit even a sentence...been using my mobile data. Said something but baristas don't seem to know much about it or don't care...not sure which...",Wiifi,negative
custom,custom,1090,Found a nice flip flop for only 12 bucks! The cashier was really nice when I checked out!,12 bucks,positive
custom,custom,652,There were mice nesting under the kitchen sink,mice,negative
custom,custom,698,Try the j dawg!,j dawg,positive
custom,custom,1719,"For a unique flavor, try the Beehive Barely Buzzed Cheddar - amazing cheese with hints of lavender and a flavorful espresso rind",Beehive Barely Buzzed Cheddar,neutral
custom,custom,1091,Order water and nothing else!,water,neutral
custom,custom,1248,Leslie is a great server. No kids menu but they love the bunny bites and fried artichokes!,bunny bites,positive
custom,custom,1475,Go big on your pizza and add shrimp or chicken for $4. Prego!!!!!!,shrimp or chicken,positive
custom,custom,1505,"If you have a table...get the curly fries! If you're there for drinks, watch out because it gets super crowded on weekends late night.",crowded,negative
custom,custom,925,"Persimmon gelato - good,    mojito gelato - not so good.",mojito gelato,negative
custom,custom,1514,Good food at a fair price. Waiter was very friendly and the service was quick.,food,positive
custom,custom,1805,Bloody bar and breakfast burrrrritos. Lots of hot sauce to get the new year fired up!,Bloody bar,neutral
custom,custom,1376,"Having the brisket.  Waitress, Sydney, was very nice.  Sweet tea is good here, too.",Sydney,neutral
custom,custom,1432,I don't even know what to sa--get desert! Awesome happy hour.,get desert,neutral
custom,custom,771,Pathetic place. Workers are terrible and the floor and counters are dirty. No draft A&W.,draft A&W,negative
custom,custom,509,Lovely outdoor seating area. Perfect for a nice evening. Friendly staff.,outdoor seating area,positive
custom,custom,605,Lunch with friends. Crowded!,crowded,neutral
custom,custom,566,My favorite happy hour place! Hands down :),happy hour,positive
custom,custom,711,This place is amazing! Great sevice and their salad and pizza WOW!,salad,positive
custom,custom,1108,Can we say disorganized?!?? They lost my mans suit!,lost,negative
custom,custom,795,Happy Hour was great! Nice small plates - sweet potato manchego croquettes delicious as were the grilled shrimp. Service was very friendly and accommodating!,sweet potato manchego croquettes,positive
custom,custom,555,$5 minimum purchase for WiFi access. Meanwhile a large iced coffee $3.50.,WiFi access,negative
custom,custom,940,Great upscale bar with live music.,live music,neutral
custom,custom,1195,"Poor communication, poor execution, and poor follow up.",communication,negative
custom,custom,135,Healthy affordable Breakfast,Breakfast,positive
custom,custom,214,I had the catfish poboy. The fish was fresh and everything was hot; even though they were closing in less than 30 minutes. Can't wait until I can sample the menu more.,catfish poboy,positive
custom,custom,1829,You cant beat a place were my family of 4 can dine for $20...we will return,$20,positive
custom,custom,1550,Chai Milkshakes are delightful. Did you know they don't serve Dosas on Mondays? I didn't either :(,Dosas,negative
custom,custom,432,District has the best cold brew coffee in NOLA!!!,cold brew coffee,positive
custom,custom,674,"Excellent service, menu had plenty of options, great food, reasonable prices. 
We stopped in on a whim. Had the best server, superb service that we have searched for all over St Pete. 
We will be back soon.",prices,positive
custom,custom,1617,CRACKFRIES! So good. They have a good menu selection and a huge selection of beer.,beer,neutral
custom,custom,1714,They open at 11 on Sundays.,open,neutral
custom,custom,52,College crowd dive bar scene. Friendly folks & lots of Irish eye candy ;) hahaha,friendly folks,positive
custom,custom,1661,The bar has everything but beer and choya.,beer,negative
custom,custom,885,Watch out for the combative Monday manager. Dude literally just chased some polite patrons off over his over-charging for iced tea.,chased,negative
custom,custom,1788,Get the egg and truffle tartufo,egg and truffle tartufo,neutral
custom,custom,1417,Eat oysters and crawfish!!!,oysters,neutral
custom,custom,1786,"Heaven! It's a bakery and ice cream shop!

Get the petit fours. Yummy!!!",petit fours,positive
custom,custom,1000,Stellar service. Great people. Terrific location.,location,positive
custom,custom,797,"Wine, tapas, mimisas, its all good",mimisas,positive
custom,custom,955,Local hidden gem! But if you are coming for a Sunday brunch make sure that you arrive before 11:30 am to avoid the 20 minute wait.,wait,negative
custom,custom,1695,"Yummy lunch! Love a nice hot, pressed sub.",sub,positive
custom,custom,1434,Pineapple + Yellow Cake Mix = Pineapple Upside-Down Cake. Num!,Pineapple + Yellow Cake Mix,neutral
custom,custom,1218,Amazing fried chicken and catfish fillets!!!!,catfish fillets,positive
custom,custom,396,"It was ok , the salsa could of been better, Rita's for happy hour , $$$",salsa,negative
custom,custom,222,1st time here - seems like a cool place to hang have a cup of your favorite drink!,cool place to hang,positive
custom,custom,1112,"Smells amazing in here!!  Chocholate & cheese plate, yum!!",Chocholate & cheese plate,positive
custom,custom,1856,Short rib sliders!,Short rib sliders,neutral
custom,custom,1625,Catch a rugby game when they have one here! Pretty amazing and such good seating all around.,seating,positive
custom,custom,14,"If you haven't  been here in a good while or if you are used to the same place on the west coast called, Carl Jr. (both are applicable to me), please don't  come here for the turkey burger.  It is no longer on the menu.",turkey burger,negative
custom,custom,1825,Place is neat and kitchen is good.. Food is tasty..,Place,positive
custom,custom,1088,I prefer the chow mea in with the skinny egg noodles...it makes it more authentic than eating spaghetti with meat & shrimps,skinny egg noodles,positive
custom,custom,232,I love delivery,delivery,positive
custom,custom,1740,Wish the prices and portion sizes would come down. $13-$15 for a breakfast is pretty high.,portion sizes,negative
custom,custom,1516,Great vintage furniture and accessories. 40 drawer wood & metal card catalogue.,vintage furniture and accessories,positive
custom,custom,1267,"I come here a lot. Service is ok, lots of deals, sales, etc. I like how it's 24 hrs.",Service,neutral
custom,custom,1323,"Hard, flavorless crust. It hurt the jaw to chew. Won't order from again.",crust,negative
custom,custom,1024,The employees were nice the place was clean food was kind of lukewarm. No beer,place,positive
custom,custom,60,Some of the best Chinese food I've had in New Orleans. Wait time is rarely over 15 minutes. No delivery but the food makes up for it,Chinese food,positive
custom,custom,737,Our favorite local Mexican place. Great staff amazing food and yummy desserts!!!,food,positive
custom,custom,1559,"Cool spot by the waterway... Sea breezy but nice... And yeah it's an outdoor spot where you wouldn't think they'd put one, but glad they did... You can dock your boat or park your car...",outdoor spot,positive
custom,custom,21,This place had great coffee but the owner sold it so it not there anymore.,coffee,positive
custom,custom,1005,WTF Hardee's! Why don't you unlock your dining room door so I don't have to trod soaking wet back to my car in the pouring rain!,dining room door,negative
custom,custom,252,Slow service. I'm not sure it was worth it to eat here today,service,negative
